Tweet Number,Tweet,Sentiment
664,"Admiral who led the Bin Laden raid VOTED for @JoeBiden!  I am a pro-life, pro-Second Amendment, small-government, strong-defense and a national-anthem-standing conservative, writes William McRaven. Here’s why I voted for Joe Biden. https://t.co/DjLTRkxyVN via @WSJ #Vote #Biden",Positive
665,"@John_F_Kennnedy @TomWick15 I follow Q on twitter, and he is mostly correct, sheds light on pedophiles in the Democrat party, #Coons daughter with #Biden, #Coons big frigging smile!😡😡😡Not right!😡😡😡 https://t.co/zujsBKosgs",Negative
666,@TrumpWarRoom @jaketapper Wny bother campaigning to votes you already have?  You think racist idiots will vote for #Biden?  Nah. You got that bunch locked up.,Negative
667,"Most of what you accuse #Trump of is hearsay. In any event #Trump is #ProLife . #Biden believes in the ""right"" to kill unborn babies. ie, #abortion and #AbortionIsMurder Trumps sins pale in comparison to the sin of abortion. Thou shalt not Kill. @Melanie1255  #CatholicTwitter https://t.co/iFAOpT9tFT",Negative
668,Let's start a movement to have @SteveMartinToGo play #Biden on #SNL instead of Jim Carrey. #FireMarshallBill @nbcsnl #JimCarrey,Neutral
669,"#Biden win means : 1. Brutal Socialism 2. Brutal Secularism 3. Bad times for India, Australia, Japan &amp; Taiwan  #USAelection2020 #USPresidentialElections2020 #bidenharis2020",Negative
670,#MeToo Look at all these warriors for “Women’s Rights”...but not a word on #Biden’s creepy pics of hi groping women &amp; children...hypocrites. @Qanon76 @bbusa617 @RealEricCarmen @John_F_Kennnedy https://t.co/NODIC7EkY5,Negative
671,#Biden #ex-#business #partner #provides #access #to #MORE #emails #documenting #Hunter’s #trading #on #father's #influence https://t.co/s6bKw1FK5B  via @BIZPACReview,Negative
672,greedy fraud Trump OR experienced and successful Joe Biden? Trash the Constitution with Trump or preserve it with #Biden ? East choices!  Joe Biden For President 2020 https://t.co/8mzLtIQ1SG via @YouTube,Positive
673,"Serious #COVID19 question Everyone is complaining about the amounts of new cases, but according to #JoeBiden TV ad, if he wins he's going to double the amount of #driveuptestingsites wouldn't that just double the cases?",Negative
674,How come all Mullahs in Iran are so happy that #Biden is approaching to presidency? Isn’t the fact that Muslims lobbies are active in Biden Harris campion! We know @NegarMortazavi who supports IR regime is in Biden campions! Iranian like Trump to win to save Iran #Trump2020,Negative
675,"New #Biden Videos LEAKED Triggering Media &amp; #Democrat PANIC, #FakeNews DESPERATELY Defends #JoeBiden @Timcast https://t.co/ooOk4JTB6t The Media has been Lying for Years &amp; is clearly Covering for Joe Biden. THEY R CORRUPT! #BidenHarris #BidenHarris2020 #Election2020",Negative
676,Sorry God is busy listening to those of us asking for a clean and accurate vote count. #JoeBiden https://t.co/FAFS2Q54eP,Negative
677,Poor kanye west He losing so bad. 😆😆 #ElectionDay #Elections2020 #Biden #Kanye2020 #WTF #tuesdayvibe #Trump2020,Negative
678,@newyorkpost #Biden @Twitter you’ve been exposed!,Negative
679,Over 72 million votes for #JoeBiden.  The most in American history. 🇺🇸  #AmericaDecides  #AmericaSpoke,Positive
680,"As the nation watched #Georgia and the fate of its 16 electoral votes, an estimated 200,000 ballots remained uncounted on Wed. morning, more than double #Trump’s current margin over former VP Joseph R. #Biden Jr., officials said. https://t.co/STNFnoR4f0 #ElectionResults2020",Neutral
681,WHY are we reading #JoeBiden  and Hunter Biden’s personal messages? 😡,Negative
682,@mmpadellan He wasn't ready for Biden to drop that knowledge!  Classic!  #Biden https://t.co/aRvgZHBeHU,Positive
683,More celebration in LA. #PresidentElect #Biden #GuessWhosFired https://t.co/PY9BabH4KJ,Positive
684,State of the race in NEVADA as of 10/19/2020  Polling Average:  Biden 49.6% (+0.0% from yesterday) Trump 43.3% (+0.1% from yesterday)  Win probabiity:  Biden: 87.2 %(+0.3% from yesterday) Trump: 12.8%  Source: FiveThirtyEight  #ElectionTwitter #Election2020 #Biden #Trump,Positive
685,https://t.co/NkjZHmtEt3 #Elections2020 #polls #2020Election #TrumpCovid19 #trumpElectionResults #ElectionResults2020 #Biden #HarrisVotes #VoteForDemocracy #Biden #Debates2020 #Results2020 #USAElections2020 #UnitedStates #Texas #Florida #Floricienta #TexasFor https://t.co/RP8O5TuWjm,Neutral
686,"1/2 To all you Americans. Whatever happens in the #uselections just accept it and stop hating on each other. You are Americans, regardless of religion, race or political views. Stop with the #racism towards each other. #USElection2020 #trump #biden #vote",Positive
687,@mommymystic #Florida #TropicalStormEta warnings up and #StateofEmergency .... bad timing can’t go outside to enjoy this #JoeBiden victory ✌️,Negative
688,Same old same old! But stop screaming #Biden !,Negative
689,"Discussion of “#remuneration packages” for six people in a business deal with a Chinese energy firm. The email appeared to identify Hunter #Biden as “Chair / Vice Chair depending on agreement with CEFC,” in an apparent reference to now-bankrupt CEFC #China Energy Co.",Neutral
690,HISTORY!!!!!!✌🏻🇺🇸 🗺 🎉🎊🎋🎇🎆💙 #HarrisBiden2020 #KamalaHarris #JoeBiden #Elections2020 #Blue #byebyetrump #orangecheetoout #historymade #firstfemalevicepresident #makeamericadecentagain #maketheworldabetterplace #instapic https://t.co/MKwGGy5gYc,Positive
691,"My final projection of the 2020 U.S. federal elections. Biden has secured 278 seats while Trump has 180. Results for FL, OH, IA, NC and AZ unclear as there’s a tie. #USElections2020 #USElection2020 #uspoli #2020Election #Biden #Trump #JoeBiden #DonaldTrump #VOTE @CNN @FoxNews https://t.co/WUkQidPQhH",Neutral
692,Joe Biden to Trump right now: #Biden #KamalaHarris #PresidentBidenVPHarris2020 https://t.co/iqmsgtkctq,Positive
693,Congratulations to the newly elected President of the United States #JoeBiden and Vice President #KamalaHarris.  @JoeBiden @KamalaHarris https://t.co/9PWJeMpOt8,Positive
694,"While @realDonaldTrump goes through his mental breakdown, someone please hide the nuclear football.  #Election2020 #Election2020results #PresidentElect #JoeBiden #VicePresidentElectHarris",Negative
695,US President #DonaldTrump and his Democratic rival #JoeBiden's campaigns are assembling armies of powerful lawyers for the possibility that the race for the White House is decided not at the ballot box but in court. #USElection2020 https://t.co/GgIumYEjkB,Neutral
696,Four Stocks to Consider Buying Before the U.S. Elections &gt; https://t.co/XPAgawLmkg  $GE $AAL $SILV $ACG #stocks #Elections2020 #investing #JoeBiden #DonaldTrump #PresidentialElection2020 #daytrading #potus,Neutral
697,"Urban voters are in favoure of #Biden where country &amp; sub-urban people are going to vote for #trump. Overall Biden might get higher popular votes. Some new voter groups like #proIsreal, #proIndia &amp; #antichina will add to Trump's tally. A handsome win for Trump is waiting. #MAGA",Negative
698,Always a tweet #PresidentElectJoeBiden #PresidentElect #JoeBiden #JOEBIDEN2020 https://t.co/T3WPK1VoKs,Positive
699,@realDonaldTrump Trump wants to participate in a popularity contest? Okay!  NATIONAL POLL AVERAGE (538)  * Biden: 51.9% * Trump: 43.5%  And Biden will easily win the popular vote.  #JoeBiden #VoteBiden,Negative
700,"@IlhanMN  @JoeBiden  didn’t win because of the green new deal, he won in spite of it. Dems lost house seats. Latino/Cuban populations in Miami Dade went for Trump because they were afraid of socialism label. Please support #JoeBiden /America, not just a far left agenda🙏🏼🙏🏼",Negative
701,@JACOBYORK thx soo much for telling the TRUTH abt #biden on #clubhouse I’m kanene let’s connect,Positive
702,Trump Mocks Joe Biden’s Coronavirus Response: ‘We Cannot Lock Ourselves Up In A Basement Like Joe Does’ https://t.co/IFBO90iNXz via @TPInsidr #Biden #trump #2020PresidentialDebate #covid-19 #Trump-Biden #trump #PromisesMadePromisesKept #MAGA,Negative
703,"""I’m doing this for my country. I had to do this. I’m worried. I’ve gotten death threats."" #Bobulinski #tucker #biden @FoxNews",Negative
704,Ouch.  The #Biden campaign manager is already talking about paths to victory without #PA &amp; #FL.  #JoeBiden &amp; his team can't be in good spirits right now. 🔽🔽 https://t.co/h9Xv2Q8keM,Negative
705,#Biden #BidenTownHall #FridayMotivation https://t.co/pSK4NccRL5,Neutral
706,"@guardiannews The ""blue postman"" has arrived😊 #Trump is absolutely right in questioning the postal vote. Tons of one-way cards for #Biden #Nullity, when the voting booths trend was indicative.  Difficult days are preparing for the #UnitedStates .. https://t.co/EkRYT1yIYr",Negative
707,Why's Joe screaming?!!!  #JoeBiden #Election2020,Negative
708,Trump really shouldn't have control of the nuclear football as a lame duck.  It's too bad (and a bit scary) that he cannot be treated like the employee whose in with HR getting fired while IT is busy changing passwords and wiping access cards.  #Biden #Harris #America,Negative
709,Mark Levin: #JoeBiden a Nasty Human Being Who Lied His Way to Power https://t.co/onOGHL14KV via @BreitbartNews,Negative
710,Omg we just got our new amazing president! America will be great again! God bless America!🇺🇸🇺🇸🇺🇸💙🙏#JoeBiden 🦋.!,Positive
711,Do NOT Believe The Polls! #Vote For #JoeBiden Like He Is 20 Points Behind. #EarlyVote #VoteEarlyInPerson https://t.co/sc6qG8G1yF via @profesortbaker,Negative
712,"#Election2020results #Biden Hey Jimi, happy ? https://t.co/dRyOv63ua0",Neutral
713,I nevertheless remain confident that Trump is going to WIN this election!  See my pinned Tweet for how victory remains very firmly within Trump's grasp. . . . #Election2020 #JoeBiden #georgia #Pennsylvania #Nevada #Arizona #NorthCarolina #alaska #Pensylvannia #michigan #Minnesota,Negative
714,@WashTimes @lwhite2112 #BidenCrimeFamily #JoeBiden #JoeBidenKnew #Biden2020 #HunterBidenEmails #WhereIsHunter selling audiences with the VP.,Negative
715,#JoeBiden will be a disaster for the #UnitedStates think about this and vote #realDonaldTrump https://t.co/or721xECqX,Negative
716,#Biden Says He’ll Answer Court Packing Question Before Election Day... https://t.co/NJhoTTcjgs via @weaselzippers - Why not right now @JoeBiden??,Negative
717,Played like a fiddle. #Biden #PresidentTrump #Election2020  #BidenHarris2020 #Trump2020 https://t.co/SWoGks4O3W,Negative
718,Congratulations @JoeBiden @KamalaHarris ❤️ from India 🇮🇳  #JoeBiden #USAelection2020 #bidenharis2020 #KamalaHarris #BidenHarris2020 #AmericaDecides #PresidentElect,Positive
719,We need a president who cares about ordinary Americans. #Biden #BidenHarrisToSaveAmerica #VoteBlueDownBallot https://t.co/N78lNekLZW,Positive
720,"Exposing #Democrats' #Marxist, #Socialist. #Communist Ties, #Free #Video https://t.co/KzR6tn4doq #Republican #Democrat #Republicans #Trump #Election #FoxNews #CNN #ABC #NBC #PCA #CRC #Biden #Marx #Pastor #Pastors #Christianity #Christian #Christians #President #Bible #Church #OPC",Negative
721,#BidenLaptop #BidenHarris2020 #BidenCrimeFamiily #BidenHarris #bidencrime #BidenGate #BidenCorruption #BidenScandal #BidenFamilyCorruption #ChinaJoe #CorruptJoeBiden #CorruptBiden #CrookedBiden #CorruptBidenFamily #biden #CorruptDemocrats #Coverup #dementia #DementiaJoe https://t.co/uaV4EkWoPr,Negative
722,"This oil spill is almost as bad as the Exxon Valdez oil spill of 1989. Luckily, #Biden has @CNN to help with the PR spin and clean up.  What has happened to our #media and journalist? https://t.co/4w348nUKJT",Negative
723,"@briantylercohen Do you think putin will now help #biden , you know to get in good with new admin.? https://t.co/s8b8vYpqh0",Negative
724,"@RudyGiuliani among many other things, Biden victory vindicates his 2008 selection as running-mate by Barack Obama  it deepens Obama’s legacy #Biden #ObamaWasBetterAtEverything",Positive
725,#dance #gifs  #cat #dog #coffin_dance #E3 #Fútbol #NHL #meme #Feliz #covid_19 #ps5 #biden  #trump #blm #EuropaLeague #GP #xbox_series_x #iPhone_12 #samsung #Black_Friday #karma #TheWalkingDead #NBAPlayoffs #madrid  #Cartoon #Rosalía #wtf #shiba #prank https://t.co/IFh0OQB2iL,Neutral
726,Trump's Voter Intimidation: Flag-waving Trump supporters block California voting station with vehicle caravan - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/JrbAMIFjZf,Negative
727,Who is the most corrupted president?! #Trump #Biden #memes2020 https://t.co/l0YrYiplVR,Neutral
728,"#GenZ Kids, make sure that you do all that is within your power to vote for #JoeBiden. If you are underage, spread the word.  It is seriously important that Trump is not re-elected, because he will destroy even more than he already has. #genzforbiden #JOEBIDEN2020",Positive
729,When you pull up to the drive through and they already know your order. #JoeBiden #ElectionDay https://t.co/qNNwgT5p8i,Neutral
730,"#Ohio with 86% reporting, #Trump 53.1%, #Biden 45.4%",Neutral
731,"Does anyone really believe #JoeBiden can run this country? The #President of the #USA CANNOT be afraid of a virus or anything! We need someone strong, intelligent and NOT afraid of ANYTHING!! #VoteRedToSaveAmerica #VoteTrumpPence2020",Negative
732,Trump must answer tonight for 545 children . Among other things. #JoeBiden  https://t.co/gPCbox3Paw,Negative
733,Where the fuck is Kanye when you need him? #donaldtrump #JoeBiden  #Election2020,Negative
734,So #JoeBiden is heading for 1600 Pennsylvania Avenue. Isn't that wear Eric turned into Bananaman?  The #USElectionResults are fascinating. Haven't seen that cartoon for years...  🤣 https://t.co/FW43NQyspT,Neutral
735,@WhiteHouse Thank goodness this will happen when #JoeBiden is elected President this November!,Positive
736,Joe got his home state: (Pennsylvania) His current home: (Delaware) His future home: (D.C.) And trumps Home state: (New York) to turn blue! Joe undefeated with no features! #Debates2020 #JoeBiden #bidenharis2020 #PresidentBidenVPHarris2020 #Election2020 https://t.co/3fqnYeqhud,Positive
737,Polls open on the U.S. East Coast: https://t.co/uIQANPlTS8   #JoeBiden,Neutral
738,Never underestimate the influence you have on others. – Laurie Buchanan Learn who Influenced Joe Biden in College Days - Education https://t.co/qoBNlJipfD #JoeBiden #inspirational #motivational #SundayThoughts #SundayMorning,Negative
739,To see the rest:  https://t.co/XMjGex3lta Donald Trump Has Never Understood Immigration Law  https://t.co/pSUOFJxkvg  #presidentialdebate #debatepresidencial #Trump #Biden #immigration #inmigracion #vote2020 #Presidentialelection2020 #Elecciones2020 #Politica #Politics https://t.co/qkjw7pBdcl,Neutral
740,CALVIN HARRIS IS THE FIRST VICEPRESIDENT OF THE UNITED STATES!!! I’M SO HAPPY FOR YOU @CalvinHarris OMGGG 😂❤️🇺🇸 #KamalaHarrisVP #JoeBiden #USAelection2020 https://t.co/SO6zKcyfkV,Neutral
741,"Well. That positive, inspiring oration sure was a long way from all the hellfire &amp; brimstone speeches of the last four years...  #Election2020 #ElectionResults2020 #Biden",Positive
742,"💫🙏Thank you awesome community! Nearly 500 of you participated in our 24hr #USAElections2020 poll 🗳️, ""who do you think will be better for #Bitcoin  #cryptocurrency?"" Results: #Biden  37.5% #Trump  62.5% https://t.co/LJWqtLYaH1",Neutral
743,Let’s get this work done! #COVID19 #coronavirus #JoeBiden #PresidentElect https://t.co/Vf10HpYpbE,Positive
744,"@BarbBnagy56 @JohnWHuber So many people are voting red in California because of Biden’s tax plan! https://t.co/d3GJEEc1kz Household income’s higher than $200k will pay 30-40% in taxes, over $400k will pay 40-52%. There are LOTS of Californians in those brackets! #Biden #taxes #TaxTheRich",Negative
745,Right now the clear choice is #Biden after watching #Trump act like a spoiled child on #60Minutes! @JoeBiden took tough questions from Nora O’Donnell like a President should. No one can question #Trump and get an honest answer.#JoeWillLeadUs  #BidenHarris2020 #60MinutesInterview,Positive
746,@BridgetteWest Come on us please vote the right person #JoeBiden we need America be better be greater 🤞,Positive
747,"@JoeBiden In the interest of 🛑 US National Security 🛑, please take the time to review this detailed report on Biden’s business with China. The author is a friend of mine and is a reputable China expert and professor. #Biden #Trump #NationalSecurity https://t.co/exAB4xoHnA… https://t.co/8gOHIDHCb6",Negative
748,The suspense was untenable but Joe Biden is finally elected 46 th President of the United States #JoeBidenKamalaHarris2020 #JoeBiden #Election2020 #PresidentialElection #USAelection2020 https://t.co/blzyO7DCPv,Positive
749,We ate good today fam🍽 Time for a #profitnap 😴💰  #stonks #stockmarket #technology #qqq #NASDAQ #Elections2020 #profitboys #trading #ddtg #trump #biden https://t.co/jI4YdmrbBj,Neutral
750,America will soon spend a lot less time on #Twitter on the other hand we Indians will continue the Twitter path! #Biden #USElection2020 F.O #Trump,Negative
751,#JoeBiden not #RobinHood raising taxes on the 1% of 1% #KevinCostner is it's just one big lie that's not logical I love films,Negative
752,"One day more. Another day, another old white man. One sporting a simply horrid tan. The other dude is not first rate But we just need a wiped clean slate  One day more.  #LesMiserables #Broadway #ElectionDay #Elections2020 #DonaldTrump #JoeBiden",Neutral
753,We can still hear the horns of Trump voters even if you yell louder and louder in Detroit #Biden,Negative
754,@chuckwoolery #JoeBiden .... https://t.co/gxwcRGk6fb,Negative
755,Congratulations Mr. President #JoeBiden #USAelection2020 https://t.co/qcSlIQgrew,Positive
756,"Yet ANOTHER reason to #vote for #Biden, y'all! (🎃going after DEI initiatives got me mad&amp;anxious as a WOC Psychologist on STP's Diversity Committee) I'm doing the 30-day #AntiRacism challenge w/students&amp;encourage ALL to join us! https://t.co/xlbnES5Wod CC:@SaraBareilles @sarahcpr https://t.co/QxwswPvzVl",Positive
757,Election night has become so commercialised these days. Where has the true meaning of ... what ever this means ... gone. #ElectionNight #Biden #Trump #AmericaDecides2020 #ImOffToBed,Negative
758,When #JoeBiden see this trend 🤭🤭🤣🤣🤣🤣  #ByeByeTrump #DonaldTrump #AmericaDecides2020 https://t.co/iRozjxbp9R,Positive
759,To those who said #Biden couldn't bring out crowds... https://t.co/2CoDI2PsHw,Positive
760,"Navajo Nation, you rock! Respect and gratitude...! #NavajoNation #USElections #JoeBiden #JoeBidenKamalaHarris2020",Positive
761,JOE BIDEN - 46th president of The United States of America. #JoeBiden,Positive
762,#Armed #supporters of #Trump take to the #American #streets. #us #Elections2020 #biden https://t.co/XptWfa8mDm,Negative
763,Jimmy's Prophecy of TRUMP and OBAMA Comes TRUE! https://t.co/eyMp6m6QiR #JoeBiden #BarackObama #RNC #DNC #CNN @MarkPocan #BLM @realDonaldTrump #HillaryClinton @StephMillerShow @DrJillStein @EricBoehlert @chrislhayes #RepRoKhanna @kasie #TheReidOut @Maddow @Lawrence #WhipClyburn,Negative
764,Someone stated that #JoeBiden was taking a day off from campaigning! #FalseNews #Vote https://t.co/cEXEwEwZ7C,Negative
765,"@BretBaier after 4 years the only thing old codger #Biden can think to criticize is Covid which everyone knows is unfounded. He says he has plans, but doesn’t seem to know what they are. Must be the same plans he has had for the last 47 years!",Negative
766,Congratulations to @JoeBiden 46 president of the U S A #USElectionResults2020 #USPresidentialElections2020 #JoeBiden https://t.co/w2PWNX9dDv,Positive
767,@DonaldJTrumpJr the best.  Is Yet.  TO COME.  #Trump #TrumpCrimeFamily #TrumpTantrum #TrumpOut  #JoeBiden #JoeBidenKamalaHarris2020 #Election2020results #Election2020  LOL!!,Negative
768,#USElection2020 #USElection #USAElections2020 #JoeBiden #TrumpVsBidenFight  Who is going to win?  I think Trump 😜😜.. Because Americans are becoming sanghis.. So 😆😆,Negative
769,Hi @ProjectLincoln Check out this Irish Podcast on the US Election. I think it give a good overview of the silent Republican voter regarding #trump and #biden in #USElection2020 https://t.co/dgfycGPWpR,Neutral
770,Lately #Twitter feels like a bad head cold that won't go away. I'll take my blanky now and a hug and tuck in from #KamalaHarris and #JoeBiden,Negative
771,#DonaldTrump has nothing on #JoeBiden by a billion years on #ClimateChange #Debates2020,Positive
772,"message, to strike a softer tone. At the same time, aides expect Trump to keep going after #Biden’s #son #Hunter.”  “#Trump’s #team thinks that if he’d just yield the stage to #Biden while the moderator is asking questions, #Biden would wander rhetorically, ‘#look #doddering’ and",Negative
773,@SunnySFC60 I know. I know. It is so scary &amp; then we have Russian hacking &amp; mail &amp; ballot boxes being burned &amp; ballots denied for signatures. The answer is to vote Vote in such huge numbers for #Biden &amp; #VoteBlueToEndThisNightmare #VoteNumbers2Big2Rig I have faith ppl want Trump crime gone!,Positive
774,@paigewolf @JoshShapiroPA #JoshShapiro  The anti-goyim elite did their utmost to rig the election &amp; install warmonger #JoeBiden in power.  It was the same anti-goyim hatred that led to the #Holodomor Genocide of 7 million Ukrainian goyim by Lazar Kaganovich.  @JRubinBlogger @kurteichenwald https://t.co/Z5oljyPeNG,Negative
775,When #Biden said Trump is writing love letters to Kim Jong Un🥴🥴 https://t.co/aAo950wyu8,Negative
776,"I’m feeling confident in the fact that Trumps lawyers are Pam Bondi and Colludy Rudy Giuliani! Two of the countries most FULL OF SHIT, TV hogging attorneys! #Biden #TrumpIsLosingHisMind",Negative
777,"@aaronjmate @Surabees If #Biden wins, the largely #Democrat media will go into overdrive trying to spin all of the foreign policy disasters that are coming. When #NancyPelosi replaces Biden with #KamalaHarris they will go into overdrive telling us it is a non-issue. If Biden wins, we're doomed.",Negative
778,We in there!!!!💪🏾 #JoeBiden,Positive
779,#ElectionResults2020 #Vote2020 #Trump2020 #JoeBidenKamalaHarris2020 #JOEBIDEN2020  #ElectionResults2020 #Amazon #giveaway #USAElections2020 #fashion #Results2020 #ElectionDay #elections #ElectionNight #TrumpVsBidenFight #JoeBiden #JOEBIDEN2020 #USE https://t.co/uAdsJytcQp,Neutral
780,#Election2020  #Nevada #Trump #bidenharis2020 #TrumpIsLosing #Election2020results #ElectionResult2020 #Biden2020 #maga #CountEveryVote #Kanye2020 #kanye #Pensylvania #electionmemes #SpongeBob #kanyeforpresident #Kanyewest2024 #DonaldTrump #JoeBiden #JOEBIDEN2020 #EveryVoteCounts https://t.co/ozn0VrbNDf,Neutral
781,"Amen, Joe!!!!  I voted for #JoeBiden!!! How about you? https://t.co/ierYuz4n25",Positive
782,@realDonaldTrump Georiga- this IS your chance to make America great again. Do NOT let us down and help us get this ass clown out of our lives. #Biden,Positive
783,Meet the contenders for #Biden’s Cabinet https://t.co/C3HnTG1we8 via @politico,Neutral
784,@WMUR @realDonaldTrump @CNN @newsmax #DrJillBiden should be ashamed of herself allowing her husband to be used by #Democrats and showing the #Nation there is nothing left in the cranium. #EmptyVessel #Biden,Negative
785,"@JoeBiden Is obvious that #JOEBIDEN must win the election... no doubt... I dislike Trump, his political initiatives is completely not acceptable... inexperience in leadership as a president of the United States. Talks anyhow.. Don't have the lyrics of a true leader.. #BIDENHARRISFORAFRICA",Positive
786,@GameOverGreggy #JoeBiden stands hand in hand with the #KKK #BlackLivesMatter just not to #BidenHarris2020 https://t.co/TsCHO6zlKH,Negative
787,Current scene in 6 swing states... #Biden and #Trump leading in 3 each. #TrumpVsBidenFight is probably the closest #USElection of all time. @Riteishd https://t.co/e38FhxrL2E,Neutral
788,"@KamalaHarris @JoeBiden I got an anaphylactic SHOCK REACTION FROM MY LAST VACCINATION FOR DPT SO I COULD SEE MY GRANDCHILD. I AM SICK, LAWYERS TAKE MY CASE FOR A YEAR AND DROP IT. WILL YOU HELOP ME? #vaccine #instagramdown #Biden #VoteLikeYourLifeDependsOnIt #VoteEarly #VoteBiden https://t.co/SNg9WBaR8a",Negative
789,@realDonaldTrump I guess you need to be reminded that #Biden has the most votes for a presidential candidate in US history. #TrumpTantrum #LoserInChief #ByeDon,Negative
790,"So just...get out and vote tomorrow please. Changes are made by those who show up.  (And lbr here, if you know me, you already know who I voted for and who I think is going to be the better leader for the US. #JoeBiden #VOTE #VoteBlue #VoteLikeYourLifeDependsOnIt ) (3/3)",Positive
791,"@JackPosobiec #Obama is the ""big guy"" with his sidekick #JoeBiden  at his side! How else could anyone all of a sudden afford to move from a 1.6m house, buy one in Washington for 8.1m and a 12.9m  house in Martha's vineyard? Definitely not from book deals!",Negative
792,.@JoeBiden is prepared with backup in #Florida.  #biden #news #joebiden #election #vote #election2020 #politics  https://t.co/Mr1OhYNt21,Neutral
793,"#Biden is a ventriloquist’s puppet!! The real question is, who’s hand is in his head!? #TheMoreYouKnow https://t.co/LzmQGreAV5",Negative
794,"FINAL PRESIDENTIAL DEBATE LIVE!!!........I MISS YOU SO MUCH BABE, RIP 12/08/75 - 12/28/19 https://t.co/ikScEI9A35 #PresidentialDebate #Trump #Biden",Neutral
795,#Elections2020 #TrumpvsBiden #Biden #Trump https://t.co/QogAUT2On8,Neutral
796,"#JoeBiden If you liked the lock downs the first time around, they will be even better the second time around with Biden.  https://t.co/KWb2YgDfs2",Negative
797,State of the race in COLORADO as of 10/21/2020  Polling Average:  Biden 52.3% (-0.0% from yesterday) Trump 39.9% (+0.0% from yesterday)  Win probabiity:  Biden: 94.6 %(-0.1% from yesterday) Trump: 5.4%  Source: FiveThirtyEight  #ElectionTwitter #Election2020 #Biden #Trump,Positive
798,"#Biden better enjoy his hypothetical inauguration speak right now, because he won't get the opportunity to address us as president on inauguration day, because of the #RedWaveRising2020 !  #PresidentialDebate2020 #DebateTonight",Negative
799,"Pets are headed back to the White House, too! 😻🐶😻🐶  “That’s right—not only have Americans elected Joe Biden and Kamala Harris, but also Biden’s two German Shepherds, Champ and Major.” - Vogue  https://t.co/1FIJk7oJYe #president #biden #germanshepherd #dogs",Positive
800,"@maddow @moeyd64 While the MAGAts were able to prevent the @JoeBiden bus from getting to an event, this visual will create more hatred against #DonaldTrump and actually get more people to vote for #JoeBiden.",Positive
801,@chriscato We will win 💙🇺🇸💙 #Election2020 #JoeBiden,Positive
802,Let me introduce Vice President Kamala Harris! Congrats @kamalaharris #2020 #Biden #SomeOneIsFired 😂😂😂 https://t.co/4g1oL0sLg4,Neutral
803,My impression of BIDENS speech #biden #JoeBiden #BidenCares #BidenCrimeFamiily #BidenHarris2020 #bidenspeech https://t.co/WKpne3suXQ,Negative
804,#elections #trump #Biden https://t.co/ix2RfQjS43,Neutral
805,@MarciaMarciaM12 Don't listen to the polls hun.. Just pray for Democracy and #JoeBiden,Positive
806,@HKrassenstein @DonaldJTrumpJr Puppet #Biden is ready to go home. https://t.co/eNciswa44s,Negative
807,@semperdiced we need #AviatorsForBiden going again! #Biden https://t.co/XucChgAVav,Positive
808,TRUMP 2020🇺🇸🇺🇸 Trump x P.M Modi 🇮🇳🇺🇸 #USAElections2020 #Pennsylvania #DonaldTrump #JoeBiden #ElectionNight #Elections2020 https://t.co/zJT3qH1kAo,Neutral
809,"We will fight to the end, and remember ANY Republican who back down!! This is a battle for the future of America, and she is worth dying for! #stopTheSteal #StandWithTrump #Election2020 #Trump #Biden https://t.co/BZMVnE8FkS",Negative
810,"@LouDobbs @realDonaldTrump @kimguilfoyle @DonaldJTrumpJr @seanhannity It all depends on what ""is"" is? Remember? #JoeBiden says he's not received a penny from his son's business deals. But did any #ShellCompany or #CaymanIslands bank account he has an interest in get some pennies?",Negative
811,#Debates2020 ”We had a good relationship with Hitler...” - #JoeBiden  Hysterical!!,Negative
812,"For 50 Years #Christians gave votes to the #GOP so they'd pass laws for #Life. They do nothing, so they'll KEEP voting for them! While they stole #toddlers from Las #Latino #Madres, #deported them in #tears, stuffed #bambinos in #cages. #Chicos, el #Bobos: Vote #Biden! #EWTN #CBN https://t.co/VH6Ld0CO06",Negative
813,@MichelleKinney Wow that is beautiful. Biden is definitely what America desperately needs now.  I’m trying to unearth a clip of Trump where he has a similar interaction with a supporter... but I just can’t seem to find anything.  #AmericaNeedsBiden #Biden,Positive
814,Blue Texas ???🤯🤯🤯#Election2020 #BattlegroundState #Trump #Biden,Neutral
815,#Biden plans to issue orders reversing #Trump policies immediately upon taking office https://t.co/v9Kc4vvRPL,Positive
816,I can’t wait for all this to be over!  I hope Joe Biden wins big! #JoeBiden https://t.co/t9jVIOdr5Y,Positive
817,"To win, #Trump needs to win a state where he’s not leading at the present time. Any other scenario will lead #Biden to the #WhiteHouse #Elections2020",Positive
818,"It’s great to see such a push for a vote. If you haven’t decided to vote, remember- there’s more than one item on the ballot. #vote #JoeBiden #DonaldTrump https://t.co/BLgocpkZZr",Neutral
819,"@jimsciutto @realDonaldTrump is jealous that America loves Dr. Fauci and not him. He is jealous of the positive attention he gets. 45 attacks everything he is threatened by. He is, and will remain the weakest president in all of history. At nearly 80, Fauci is far better looking too! #Biden",Negative
