Tweet Number,Tweet,Sentiment
766,@JoyAnnReid Another secret #trump voter... excellent!!,Positive
767,#Nationwide #Women’s #Marches #Protest #President #Trump and Amy #Coney Barrett’s Supreme Court Nomination https://t.co/uwjarVvVBE https://t.co/hhkg4nqnug,Negative
768,Heartfelt 👇🏽 This from the man who described  #trump’s inauguration as “some weird shit” 4 years ago. And yes it was *only* 4 years ago... https://t.co/aYhjJWFJ9y,Negative
769,"@TomFitton I DARE PEOPLE TO ADMIT THE TRUTH! You Voted for Biden, only to get rid of Trump. (psst we would have voted for whoever was running against Trump). #AmericasGreatestMistake  #VoteHimOut2020 #Biden #Trump #ElectionResults2020 #CountEveryLegalVote #ADMITTHETRUTH",Negative
770,All of my #Trump parody videos in 1 playlist for you to enjoy while waiting for the #BidenHarris2020 win  https://t.co/FD4RCPuTUu,Negative
771,VAMOS FORTALECER A DIREITA 🇧🇷🇺🇸 BOA SORTE @realDonaldTrump ESTAMOS COM VOCÊ 👊🏻 @vikingbolsonaro @EdsonPinotti @magalicostahot1 @joao_merisio @38_Carla1P_38 @Gabriel94279464 @Franml1234 @JairMineirim @CarlosEGVieira @NetoEmerson7804 @BrioliJuliana @3Bolsogata #Trump https://t.co/NzPptRI0zU,Positive
772,Seems #FoxNews did not succed in finding a nice picture of future ex-president #Trump #ElectionsAmericaines #ElectionResults2020 #Election2020 #TrumpvsBiden #CountEveryVote https://t.co/uMiKRK0ciF,Negative
773,"The point of #Trump victory speech is what exactly? He doesn’t care about democracy, so he just „orders“ his SCOTUS to action. One asks why did he bother to vote at all. #Elections2020",Negative
774,#Trump2020 #TRUMP2020ToSaveAmerica #TRUMP2020ToSaveTheWorld #TrumpPence2020 #Trump #HardtaLkinvitePahLavi #پیمان_نوین #نظرخاصی_ندارم #نسیم_شهبازی 👍🍻👍🍻👍🍻👍🍻🎂🎂 https://t.co/7TvUJl4CFu,Negative
775,#DonaldTrump in the uk 😂 I’m sure we don’t love you https://t.co/Rr2fDJLdDA,Negative
776,@mdnij34 HELL YEAH  Past @FBI Director #JamesComey isn't any dummy. He know the #Law &amp; he knew the law forbid him from releasing reports that close to an election but he still violated the law  Many people believe #COMEY &amp; #Trump made a behind the door deal on that issue.,Negative
777,Guaranteed #christmascrackerjoke Why can’t #trump go to the White House Because it’s For Biden Ba Booom,Neutral
778,Donald Trump is beginning to sound like Hitler did in the Fuhrer Bunker in the final days of the war . Is he delusional ? #AmericaOrTrump #Trump or Biden #TrumpMeltdown,Negative
779,@jaketapper Shame on them #quanon and #FoxNews this is not a time for bullsh&amp;t there are too many lives at risk from the real mess in our country #COVID AND #TRUMP.,Negative
780,#trump goes after #CNN for actually just covering #COVID19  WOW. He doesn't even want coverage in the media because his policy to stop it has been a complete failure  #BidenHarris2020,Negative
781,"#Trump anything across the world -- business buildings, resorts, golfing — will fail and no one wants anything go do with them. Trump has screwed himself. The history books will show how awful he is and he can’t hide from that. His family will forever be ashamed. #TruthMatters",Negative
782,"#IBelieveTonyBobulinski The DemonCraps tried to push this narrative,its called an end-run, they were blaming #Trump for the crimes they’ve been committing! CNN MSM reporters are missing out on reporting the biggest national security story ever to break! #IBelieveTonyBobulinski https://t.co/BXM4gMI3HU",Negative
783,@realDonaldTrump #DonaldTrump is a corrupt politician who has been slandering the office of the #POTUS for four years and wants to continue doing so for another four.,Negative
784,"YOUR VOICE MATTERS and NO ONE, not #Trump, not #Pence, not the #GOP, not even #Putin and his hackers, NO ONE (!!!) can or should convince you otherwise.  So #Democrat’s, #PLEASEVOTE. #VOTE. #VOTEVOTEVOTE.  #DAMMITVOTE.",Negative
785,So here is the facts: Trump was impeached for what Biden did &amp; was investigated for 4 years for what Hillary did-I demand justice! #ObamaBidenGate #HunterBidenEmails #chinabitchbiden #TRUMP2020ToSaveAmerica #DemocratsAreDestroyingAmerica #BidenCrimeFamily #HillaryEmails  #Trump,Negative
786,2/2 Of course the media must do this calling out of lies responsibly. If they do - if it becomes the norm - the entire political universe might be transformed.  #Trump #CNN #Lies #USElectionResults2020 #Johnson #Cummings #UK,Negative
787,Biden - 89/270 Trump - 72/270  #USAElections2020 #USElections2020  #Elections2020 @realDonaldTrump @JoeBiden #Trump #Biden,Neutral
788,@thehill Do you need any promote services . Contact me https://t.co/4G0yOvRjCG #youtube #promotion #video #promotion #seo #Ozil #McTominay #North #BorisHasFailedTheNation #Buhari #Martial #Navas #Shaw #De_Gea #Morata #Tier_3 #messi #trump #barcelonabeach #promote_youtube,Negative
789,"There once was a bad man named #trump. He turned good lives upside down and spun our country round and round. After 4 years, our hero #Biden came, and slayed that demon trump. With #votes galore, and trump around no more, we all just cried thank the Lord.",Positive
790,#Trump refused to condemn #WhiteSupremacists!  #GOP - this is also YOU. Realize your #LoserInChief https://t.co/lkeD7ZdN7t,Negative
791,I still believe that #Trump in white house would have been a better choice than #JoeBiden . A straight forward and a bold person can take any decision on his own. #USAelection2020,Negative
792,"After major networks projected that #Biden has been elected 46th President of United States, #Trump refuses to accept election results, saying it is ‘far from over’ #USElectionResults2020",Negative
793,We go live to Republican HQ to see what #Trump's campaign team are doing... https://t.co/4hGMlpkpZF,Negative
794,Looking to speak to someone about #DonaldTrump and the potential outcome of next week’s #ElectionDay  #JournoRequest @PressPlugs,Neutral
795,@UK_Jillian so what #trump said is real #Elections2020 https://t.co/DSNwH0tSud,Negative
796,LA FIN DU CAUCHEMARD #TRUMP https://t.co/pJ5hYxRWkA,Negative
797,"For motion designers, Election Night graphics are like the Super Bowl. We'll be rating graphics packages from various news outlets and will voting on our favorites! Follow us for the results! #MotionDesign #Election2020 #ElectionDay #Trump #Biden #AmericanElection",Neutral
798,2016 - 2020 😢 we gonna miss you Mr. President #Trump https://t.co/iadvkabLUX,Negative
799,#Trump in History: Only 3rd POTUS to be #impeached; POTUS who #killed the greatest number of #Americans; POTUS who #lost the greatest number of #jobs; Likely POTUS who #lost re-election in largest #landslide; Only ex-POTUS to either go to prison or flee the US. #TrumpIsALoser https://t.co/6iKgYoEGKi,Negative
800,"The Military Industrial Complex needs to be destroyed, with a fucking flame thrower. #Military #warmongers #WeaponsDealers #Neoliberalism #Biden #Trump https://t.co/FwEmLwWBLS",Negative
801,#Republicans who don't stand up against the likes of bump...ah...trump and McConnell have no business calling #Biden a puppet. #Trump,Negative
802,"#donlemon Dumping cult members from your life frees up time to actually have thoughts and conversations moving us forward, instead of wasting time talking about: Obama's birth certificate, that #Covid is a HOAX but recently downgraded into being ""over"", how pro-Black #Trump is.",Negative
803,Anti-Trump? PLEASE VOTE! #MakeAmericaUnitedAgain #vetsforscience #FTrumpS #OperationMAGA #antitrump #dumptrump #biden2020 #trump #voteblue #negligenthomicide #blm #murdererinchief #bidenharris #shitler #FuckTrumpsShit,Negative
804,@KamalaHarris @raehanbobby #USA #Biden #Harris #speech #victory #victoryspeech #🇺🇸 #BidenHarris #🌐 #🇺🇳 #🇪🇺 #🇨🇳 #russia #india #asia #china #africa #America #breaking #news #BREAKINGNEWS #BreakingNews #bidenharis2020 #Election2020 #Election2020results #Trump #PresidentElectJoe #Biden #Harris #JoeBiden  #🙏 https://t.co/IRrTsaVuxg,Neutral
805,#Trump sending out his legal teams. https://t.co/qBDOoVQkpS,Neutral
806,Just when you thought there's no-one quite like #Trump. 😳 https://t.co/tBhEfUZ2xJ,Negative
807,Congratulations @joebiden sir #america #president #unitedstates #uspresident #trump #donaldtrump #bandlaganesh #uselection https://t.co/djadMbvhoT,Positive
808,WEEKLY STOCK MARKET DIGEST: PAY ATTENTION AS THE ROSE COLORED GLASSES OF STOCK MARKET BULLS GET ROSIER AHEAD OF THE ELECTION  https://t.co/T6g9PMiA7v  $aapl $djia $spx $qqq $amzn $fb $googl $intc $tsla #stockstowatch #election #investors #investing #Trump #stockmarket #biden,Neutral
809,#trump Before the name of Mr. President  year's ago he has the skills of handling three women's dancing with with them same time 😓 working hard https://t.co/gxTAIm8txm,Neutral
810,"@patton6966 @Annakhait @ABC @FoxNews @realDonaldTrump #Trump “servant of God”? “grab em by the p@ssy”, cheating on his pregnant third wife with a porn star, defrauding a children’s cancer charity, mocking a disabled reporter, calling White supremacists “good people”? What type of “Christian” is this? What god would call him servant",Negative
811,#DonaldTrump: Jack Nicklaus Endorsement a ‘Great Honor‘ https://t.co/JSY31hvwpo via @BreitbartNews,Positive
812,Didn’t polls have #Biden winning Iowa too? Lol. #Trump repeating in all the states he won in 2016. Silly pollsters. #ElectionNight,Positive
813,https://t.co/sfEjxbocEr  #TreatHarryWithKindness #BidenHarris #Trump #ElectionCommandCentre #TrumpIsANationalDisgrace #FakeNews #Trump2020Landslide,Negative
814,@RyannMcEnany @realDonaldTrump That energy is laughable..... and using a gay anthem no less. #trump,Negative
815,@casalettoalbert @RemnantClergy @realDonaldTrump #catholicsforbiden #abortion #trump #BidenHarris2020ToSaveAmerica #prolife  https://t.co/7A5OqBoufS,Negative
816,"All for show last night.. a ‘FREE campaign ad for #Trump’ paid for by the taxpayers, once again.  #VoteTrumpOUT2020 https://t.co/KtGvuy8lOM",Negative
817,Not supporter of #Trump but demented #Biden and his evil sidekick are giving me the creeps. #WEF technocrats are openly admitting by 2030 we'll own nothing and 🇺🇸 will be ruined. The #Democrats plan on giving them a helping hand. Look what they have done to CA and NY.,Negative
818,#Trump #BidenCorruption https://t.co/LxnCgw1ci5,Neutral
819,#trump Goodbye Thanks for all 🇱🇷 #USA https://t.co/sPkbji2eCX,Negative
820,@leighsales Hyperpartisanship from @leighsales. #IStandWithDan = setting politics aside to beat the pandemic (unlike Canberra politicos who also bear responsibility). We will also stand with the inquiry outcome. The comparison to #Trump (albeit qualified) is obscene. @abc730 #COVID19Vic,Negative
821,#Trump brown shirts attempt to stop the counting of valid ballots in #Michigan.  America must rise up to prevent another stolen election like 2000 #GorevsBush  https://t.co/EwdtFkRlmT,Negative
822,"From April 11, 2018: MC/DC #Cartoon - Not a #WitchHunt, Exactly... @MCRgh1 @BrianKarem @MDDCPress @washingtonpost @AAEC_Cartoonist @theonion @NewYorker @PKSpaul #politicalcartoons #editorialcartoon #Trump #MelBrooks #draculadeadandlovingit #Nosferatu #vampire #vote #vote2020 https://t.co/fG3SFSrpTh",Negative
823,#Trump currently has 11 Electoral Votes. #Biden currently on 0.  270 Electoral Votes to Win,Positive
824,#RememberInNovember is here and it spells trouble for #Trump with this class of voters.  #2020Election #VOTE  https://t.co/wwKQlYu4RT,Neutral
825,RT #JoeBiden #KamalaHarris #BidenHarris2020 #Democrats #DonaldTrump #MikePence #Republicans #Covid19 #coronavirus https://t.co/H38FN57evJ,Neutral
826,"@realDonaldTrump I know you probably won't see this but I'm going to say it anyway...thank you. Thank you for fighting for me and for America. Today is a sad day, the swamp had a few too many gators in it. #Trump #USA",Positive
827,@iLLFiTT @sirhottest Yeah and #Trump’s father ran with the KKK. It’s 2020. Time for change.,Negative
828,Just curious #Florida #TheVillages  How many of u don't have a pre-existing condition? How many of u don't need your #SocialSecurity ? How many of u don't need #Medicare ? #Trump wants to take it all away. With age wisdom is supposed to come #VoteBidenHarris,Negative
829,Dear all #Trump supporters; https://t.co/00qiuLpwso,Negative
830,The world will be watching the #ElectionDay in U.S tomorrow to see either #Trump or #Biden wins. This is going to be a nail-biting Tuesday night!! 😟 #ElectionEve #ElectionNight #TrumpPence2020 #BidenHarris2020,Negative
831,Boston Herald endorses President Donald Trump! #4moreyears #maga #maga2020 #trump #trump2020 https://t.co/LbwEDw5LnH,Positive
832,"#Trump2020 will win with #283 #ElectoralVotes, compared to #2016 he only lost #Arizona and #Wisconsin which is -21 points.  #Trump va a ganar con #283 #votos #electorales la diferencia con el #2016 y #2020 es que perdio #Arizona y probablemente #Wisconsin -21 votos electorales.",Positive
833,"""C'mon Joe. You can do better.""  That should be on mount #trump -Rushmore.  #PresidentialDebate2020",Negative
834,@PositiveAbraham Connect @HarshalBadiyani  #TRUMP,Negative
835,@YearntokenF #Airdrop $ RFuel $ BID #wANATHA $ UNI $ OKEX $ IPM $ YFBETA $ CORE $ SUN $ OKB $ BTC $ LINK $ ROT $ YELD $ ETH $ TRX $ YLAND $ SXP $ NEO $ XRP $ ICX $ POLS $ BNB $ HT $ BUILD #TRUMP #Ethereum #BTC #DeFi #Airdrops #XUNII #UNI #Uniswap,Neutral
836,"#FakeNewsMedia keeps talking about #COVID19 to scare voters from going out to vote! Testing is up, it’s all colleges, young healthy kids in our state of CT. They want Trump supporters to stay home ! NO WAY #Trump2020LandslideVictory #Trump #Vote2020 #VoteRedToSaveAmerica2020",Negative
837,@Phillip70932970 .@TheDemocrats use all the tools a #narcissist uses. #Gaslighting/#projection/#manipulation/w/many faces &amp; change #masks in accordance w/effect they seek. R #PathologicalLiars ALWAYS w/perverse #HiddenAgenda. They r projecting their #racism on #Trump. #TrumpLandslideVictory2020,Negative
838,Eh.. EMILY TA PII NDERCULO #Trump #Election2020 #Biden https://t.co/O1RROxERQc,Negative
839,Another words labor unions say they will vote #Trump. #FoxNews is never #Trump. Everyone knows that. https://t.co/LwBMWpfYS3,Negative
840,https://t.co/7qvuJn6aF0 👈😆 Democrats in PANIC-MODE 💥 #HunterBiden #HuntersLapTop #lol #HunterBidensLaptop #Hunter #hunterbidenvideo #MAGA #HunterBidenEmails #Trump #MAGA2020LandslideVictory #HunterBidenvideos #funny @RealJamesWoods #music #hunterbidenvideo @MarkDice https://t.co/hFmasp682T,Negative
841,"@JohnBrennan @realDonaldTrump Don’t vote #biden cause u don’t like #trump.  Biden is not even a real candidate, he lost his mental aptitude and will damage our recovery.  U will be poorer",Negative
842,#MAGA #Kaga #Trump .... king of debt is asking you to pay off his debts!!!!!  Don’t be a sucker!!!  N https://t.co/KMQUfdiJ7p,Negative
843,#Trump admits running for @POTUS because #TaxTheRich was a Obama/Biden priority that he despised. #Debates2020 #BidenHarrisLandslide2020 #Biden #BidenCare,Negative
844,"#Putin: Kill the Americans. #Trump: Come to my rally, you don't have to wear a mask and can pack in tightly. Park your car and we will take you to the rally a few miles away (and leave you there to freeze to death). Come to my FL rally in the heat and get heat stroke. #VoteBiden",Negative
845,Donald Trump's lead over Biden in Pennsylvania decreases to 0.8 percentage point https://t.co/XlwykTZVaI #DonaldTrump #USElections #USPolls #JoeBiden,Negative
846,Anyone who thinks #trump won the debate last night obviously isn't interested in actual FACTS,Negative
847,Farmers have been screwed by #trump Small businesses left on their own Hospitals are overrun with Covid19 cases The #USPS jobs are in jeopardy (good rural job) Governments are strapped for money due to no relief First responders are left out in the cold by cuts #BidenHarris2020 https://t.co/GmjTROCeJV,Negative
848,@TMZ #Trump probably has 2 choices: Russia or Israel - either way they’re welcome,Negative
849,It’s TRUMP  RE-ELECTED day #TRUMP #NZPOL #NZPolitics #USAElections2020,Negative
850,@jaketapper @ScottJenningsKY 1/4 million deaths gets you a second term when it shouldn’t get you set of steak knives. #trump #covid conman,Negative
851,"It does not matter if I personally ""like"" #Trump or not...I will stand up for all people's right to not be targeted by criminal govt. sec agencies...and I will continue to fight for free #elections and to #StopCPTPP--no matter who lands in office.",Negative
852,NBC News accidentally backs up President Trump on forest-fire management https://t.co/pPA7NzKClf #California #ForestFires #MainstreamMedia #Politics #Trump,Negative
853,This ones for you @andreajenkyns #Trump supporter https://t.co/L0dDZ8zMdg,Negative
854,The Art Of The Deal. Hehehe  #trump #liar #loser #trumpanzee https://t.co/9K4Blfi60c,Negative
855,"#Trump has not released his tax returns. But the New York Times has obtained at least some of them. And they found that Trump has a Chinese bank account, and suggest he has collected earnings from that country while serving as president..#GOP..#China..",Negative
856,Biden didn't try to win he just waited enough for Trump to screw up. #2020Elections #JoeBiden #DonaldTrump,Positive
857,Yankee-style theft and bullying! This stupid American thinks he can bully a nation to renounce his beliefs. #biden #trump #vote #election https://t.co/RmiKwlDLLe,Negative
858,#Trump is being voted out as we tweet! @realDonaldTrump #OneTermTrump https://t.co/2baxwybo2w,Negative
859,@washingtonpost Trump EVADES taxes and gets free medical treatment [THE BEST IN THE WORLD]. Hollis -my father-in-law- pays multiple folds of that but can't even afford his medications.......  Help Hollis IF YOU CAN. Thanks https://t.co/govJqfDLwq  #EndSARS #Trump #boxing #Anonymous #Michigan,Negative
860,"This just means even Putin thinks his “useful idiot” #trump will lose. #PutinsPuppy our #POSPOTUS has out lived his usefulness  @realDonaldTrump isn’t smart enough to realize, Ol’ Vlad has even less loyalty to those he runs the con on than he does  &amp; the @GOP is screwed too https://t.co/tuZGbc7qty",Negative
861,The @GOP is trying all they can to pretend to support #Trump while saving themselves (and failing miserably). Even trying to imitate #tRump with names ... which totally backfired right #MyNameIs. The GOP stuck to Trump so they will fall with Trump. Go #BidenHarris2020Landslide,Negative
862,#Trump2020LandslideVictory #MAGAROLLERCOASTER #MAGA #trump2020 #coronavirus #trump #Veterans #army #COVID19 #TrumpTaxes https://t.co/KGetkfYmRN,Neutral
863,"@JoeBiden @DrBiden @bidenfoundation  I urge you to reconsider your last days strategy...  YOU NEED TO VISIT AND HAMMER #TRUMP IN RED SWING STATES TILL MONDAY NIGHT. YOU SHOULD GO EVERYWHERE THAT FOOL GOES, DON'T TAKE THEM FOR GRANTED. THESE ARE NOT THE SHARPEST PENCILS IN THE BOX",Negative
864,@AlanPavelin @FinancialTimes #Trump’s only chance of winning is to get all postal votes (including his own) declared invalid. I doubt even a conservative Supreme Court would do it.,Neutral
865,"#OPINION: The economic pressure on #Iran is so dire that, if #Trump were to win another term, the regime may collapse. This is why Tehran is trying to influence the outcome of #USElection2020 in #Biden’s favor, writes @Dr_Rafizadeh https://t.co/hjmMVnvNpl",Neutral
866,"4 years of #Trump and you get people so poor, they have to due this 😔  If the poorest Americans are selling their blood, the US is in serious trouble | Arwa Mahdawi https://t.co/KddoimSJWg",Negative
867,#Liberals/#Democrats #Biden supporters showing what fine ppl they are by savaging #kirstiealley 4 declaring she'll vote 4 #Trump. These ppl are fascists who think only they are entitled to their views. All other views &amp; those who hold them must be destroyed. #Trump @kirstiealley https://t.co/Wn7J88OZ0n,Negative
868,#USelection live blog: Will #Trump exit the scene quietly? https://t.co/IZQLXITuJo,Neutral
869,"@ElieNYC I mean, both #DonaldTrump and #JoeBiden are reactionaries with a propensity towards reactionary judges, but I'm sure you've conjured a distinction without a difference between them.",Negative
870,"@ChristianLament This is a symptom of #TrumpVirus.  Refresh your social media, take two tweets and call me in the morning.  #Trump. Lost.",Negative
871,"#Pennsylvania #Michigan #Wisconsin #Minnesota #Georgia #Florida #TheVillages #Trump2020Landslide will be the end of USA. Bad enough #Trump has TAXPAYERS paying $1,600/MINUTE to jetset to his hate spewing cult rallies. Meet w/ #Rubio or any gov't official &amp; WALA TAXPAYERS PAY!💰💰",Negative
872,#CNN #CNNArabic #US #Election2020 #Elections2020 #ElectionDay #Trump #Biden #الانتخابات_الاميركية #أميركا #ترامب #بايدن #CNNElection #ThisIsCNN https://t.co/mOQOqfPy6G,Neutral
873,#Trump2020 #Trump2020Landslide #AmericaFirst #Trump #MAGA #KAG https://t.co/dG1THWoRkb,Neutral
874,Can someone just give @realDonaldTrump an ice cream and participation trophy? #2020Election #Biden2020 #Trump #TrumpMeltdown,Negative
875,"Bookmark this.  #DonaldTrump will absolutely announce an early win on election night, then liberals will do nothing about it as he calls any votes for #JOEBIDEN fake news. Then liberals will fight trump in court for months until it's decided to keep trump as president.",Negative
876,"#GOP became more inclusive because of #DonaldTrump .  If Biden pulls this out, the GOP will be fine.  They are better because of Trump.  They hold the Senate with a good shot of gaining many seats in 2 years.  Gridlock in Washington.  Not much Dems can do.  Supreme Court good too",Neutral
877,Animated Map: U.S. Presidential Voting History by State (1976-2016) https://t.co/5JB902MeHk #President #POTUS #Voting #Biden #Trump #Democrat #Republican #ElectionDay #Politics #RedState #BlueState,Neutral
878,"@AndrewSeidman Well, it makes sense:  #FitzpatrickChoseTrump Over #PA01.  Every time his vote, his voice, or his complicit silence mattered.  &amp; #TrumpChoseFitzpatrick for those very reasons.  So yeah, if you want more hate, death, joblessness, racism, corruption: Vote for #Trump &amp; @RepBrianFitz https://t.co/qN9PjI7dWe",Negative
879,#DonaldTrump and I have something in common! 🤣🤣🤣 #LadyGaGa https://t.co/NpOdT2G6MW,Neutral
880,Replace Wray! Hold these corrupt politicians accountable! #DrainTheSwamp #BidenCrimeFamiily #bidenwantsthemoney #trump,Negative
881,Joe ran up there like he was wiping #Trump’s face in it! “I won AND I’m in better shape than you!”,Neutral
882,@MSNBC This election is testing everyone’s patience. This nightmare needs to end. #tRump needs to go. He’s trying to stop the Vote. What a desperate little man. Unbelievable.,Negative
883,Leslie Stahl is amazing. Just keeps calling #trump on his bullshit. #60MinutesInterview,Positive
884,#DonaldTrump love u wish o could vote for u!!!!,Positive
885,I promise to thoroughly enjoy watching Jr trying to stay out of prison after his protector has been removed from office.  #Trump #TrumpJr #MAGAts #FoxNews #MTP #CNNSOTU,Negative
886,@Amy_Siskind #Trump does not care https://t.co/nHdAWC1a2I,Negative
887,"@BarnettforAZ @VoteGiles @DavidSchweikert @MarthaMcSally @SWAtlasHoover We could have tried to treat it properly instead of pretending that #HCQ worked, when it doesn’t and #trump didn’t even BOTHER to try it when he was sick.  He didn’t want to die so didn’t use the #Zelenko protocol.  How many did?  #AZ07 #AZ09 #AZ06 #AZSen #AZ #Arizona",Negative
888,Find out more information about the #TrumpFamily origins in this article from the recent wildlife photo awards. #Trump https://t.co/CQL5UDIcMP,Neutral
889,"It is amazing that these #Trumpers come out and try to defend #Trump but never come up with facts just Fakes being spread. Please do your own research before you #vote tomorrow. Do not believe lies spread, learn because the country is a stake. We need to come together as country",Negative
890,US #economy &amp; leadership are interconnected  The US - accepted #IllegitimatePresident - can't protect its own citizens - disrespects #RuleOfLaw - betrayed allies - #Genocide  LEADERSHIP can be lost  #RemoveTrump b4 Nov  #Trump #TrumpIsALoser #coronavirus #StrongerTogether #Truth https://t.co/H608cnPV42,Negative
891,You’re fired Donald #DonaldTrump #USElectionResults2020 #PresidentBiden2020 #Elections2020,Negative
892,#Election2020 #DonaldTrump #ByeByeTrump #Trump  #AFazenda12 #followtrick #AFazenda #follotrick #TrumpvsBiden #Biden2020 #ElectionDay #BTS_BE #NCT #EXO #UFCnoCombate https://t.co/5HpZ5bIYQp,Negative
893,"🗣🎤 #45 🤡 “You about to lose ya job, get this dance” 💃🏿🕺🏿💃🏿🕺🏿💃🏿🕺🏿💃🏿🕺🏿💃🏿🕺🏿 #donaldtrump #gottago 🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾 https://t.co/pxTUAPvVb4",Negative
894,@Mariejoseefont2 #trump delivered nothing,Negative
895,👋 #Election2020  #Trump  #Election2020results https://t.co/jQlPOeJhzs,Neutral
896,#Jerusalem Municipality offers Donald #Trump new employment options - #Elections2020 #election #BidenHarris2020  https://t.co/nD8xDE4D8X,Neutral
897,#Elections2020 #TrumpvsBiden #bts𓂸 #trump #bitcoin #Donald #America #USPresidentialElections2020 #BidenHarris #Biden #Donate to #Bitcoin Wallet #btc // 3QWNKis7kYAgVWZcRwv6fazGsWeLEFwPHA,Neutral
898,@alemie_h These numbers just don't add up.. Join the conversation @ https://t.co/mUXdj5MCul #ElectionNight #Virginia2020 #Trump2020 #trump #Biden2020 #biden #FCFVA,Neutral
899,"Thank you, #PresidentTrump #45 for All You’ve done for U.S., in U.S. History, so more than Obama/Biden more than their 8 years! #Trump has 1.) Killed more by COVID 2.) Killed more by HATE &amp; RAGE #GoTeamTrump ! #GoTeamAbbott ! 💋🍊 Road rage - ABC13 Houston https://t.co/YOulVBjaye",Negative
900,@DrJasonJohnson #PinchePendejo #Trump needs this! https://t.co/STqo9l1cs1,Negative
901,@globeandmail Maybe we need to add “political orientation” to the list of protections in our constitution?  #Cdnpoli #BobbyOrr #trump,Neutral
902,@FoxNews Wait! His basement is in Delaware. Five days prep for debate followed by stumping from the basement. Is a nap in order? #CrookedJoe #JamesWoods #DonaldTrump,Neutral
903,"@TeamTrump @realDonaldTrump This is the most terrifying candidate speech I’ve heard in my lifetime. No, #Trump, you haven’t won the election. And no, voting isn’t continuing. Many ballots cast on or before Election Day remain to be counted. They will be counted &amp; then we shall see who won. #BidenHarris2020",Negative
904,“The enormity and variety of Mr.Trump’s misdeeds can feel overwhelming. (...) This is the moment when Americans must recover that sense of outrage.” A comprehensive journalistic indictment of Donald #Trump by the @nyt Editorial Board. https://t.co/gkSr8Col61,Negative
905,"@IvankaTrump “They can #DOUBLECOUNT, #TRIPLECOUNT, #QUADRUPLECOUNT... #GENOCIDE #TRUMP HAS LOST! All the counts will just prove he LOST NOT JUST ONCE BUT FOUR. COUNT 1-2-3-4 His plan to cheat #DEMOCRACY FAILED “#BIGLY” 💙🌊🇺🇸💙🌎💙💯 https://t.co/Z7gooMXg9T",Negative
906,#Biden  Had 8 years to Help black Americans  He didn’t  #Trump  #Debates2020,Neutral
907,@HamidMirPAK Americans are lucky they got rid of #Trump in 4 years. What about our Trump @ImranKhanPTI,Negative
908,Perhaps the most interesting thing of this #election cycle is seeing people completely fail to understand or be honest as to who foots the bill on a #tariff.  #USElection  #Trump,Neutral
909,Thou Shalt Not Steal is OUT NOW! 🔥 Link in bio! #need4cognition #thoushaltnotsteal #thiswhattheywant #movies #films #musicvideo #music #independent #trump #blacklivesmatter  #blm #georgefloyd #breonnataylor #socialjustice #rap #producer #director #screenwriter #editor #artist https://t.co/U79K9h8m7x,Neutral
910,Quiero views  #ilcolle #เลือกตั้งสหรัฐ2020 #非声優出演でオススメできるアニ #Elecciones2020     #ElectionDay     #Election2020        #EleccionesEEUU #Elecciones         #ElectionNight     #ElectionDay20  #Trump2020 #Trump https://t.co/9cjmU0Civ2,Neutral
911,"@ColoradoDavidSu Sounds like @realDonaldTrump has been brow beating @DonaldJTrumpJr for his sagging poll numbers.  Probably calls him a ""loser"" a lot.  Must be tough being #Trump's son, knowing you'll never get the credit if things go well, and will always get the blame when things go tits up.",Negative
912,"When you weave your own reality for years, and convince those around you to come along on that trip, eventually REALITY COMES DOWN HARD ON YOU and your followers. @CNN tried to tell you not to go down that road. It's NEVER a winning strategy. #Trump @GOP  https://t.co/B0ztLuLIEG",Negative
913,"If you're not already subscribed to A Closer Look,  @LateNightSeth on #youtube then do it. Very funny take on the whole #trump absurdity.  https://t.co/ShJ7VsQs7k",Positive
914,"“They knew they couldn’t win, so they said ‘let’s go to court’.”  It’s your XYZ.  #DonaldTrump #Democrats #CreepyJoeBiden #Election2020  https://t.co/OJ11yks9zU",Neutral
915,"Nights like this I thank my insomnia for witnessing these little joules in life.  #Biden did surpass #Trump in #Georgia.  And without Ga, not possible for trumptoddler to take this.    The rest of the Ga votes will lean for Biden as well. https://t.co/iPKZlS6q5d",Neutral
916,"ELECTION RESULTS FOR BLACK VOTERS  #TRUMP TOOK ONE LOOK AT THIS VIDEO AND YELLED, ""Stop the Count!"" #StopTheSTEAL #Election2020 #BidenHarris2020 #MAGA #BlackLivesMatter #BlackVote https://t.co/ifWRAN70vJ",Neutral
917,"Is it my imagination or is there a strong #correlation between those who think Covid19 is a hoax &amp; those who believe #Trump is being robbed of the #presidency? I’m not talking about the #AmericanExtremists, but those amongst my contacts on fb in Irl, Uk etc #ConspiracyTheories",Neutral
918,RETWEET if you voted for TRUMP #Election2020 #Elections2020 #ElectionNight #Elecciones2020 #Trump2020 #Trump #November3rd #TrumpPence2020,Neutral
919,"Apparently, according to something I read in the @LRB, #Trump is the only postwar president who's caused more deaths of Americans than foreigners, because of #COVID19. Probably unintentional...",Neutral
